,text,label
61805,"15 minutes : @user @ New York, New York
",1
61806,"a dream is a wish your makes #peeptinkerbell @ Disney's Magic Kingdom
",14
61807,"CCBC Evensong 2015 @ Christ Chapel Bible Church
",5
61811,"Grateful for this cutie @ It's Not A Party Without Us
",8
61812,"trying to steal a New Years kiss from mr.enz0 #happynewyear #happy2018 @ Tous Les Jours - Ctown
",8
61815,"Swish and flick. #HarryPotterAndTheCursedChild @ Barnes &amp; Noble Cool Springs
",13
61816,"The Wonder of #Christmas Rev Al Force - guest speaker today at Life. #kissimmee #getexcited…
",5
61819,"On the beach. #miami #miamibeach #sobe #usa #ilovemiami #summer #vacations #fun #instatravel…
",11
61821,"Like so many of us growing up, baking in the sun for the glorious tan was normal. ️ We were…
",12
61823,"Tiny bubbles and our fancy new glasses. Delicate yet drunk proof .....#champagne…
",0
61827,"View From My Window - What is that shiny thing in the sky??? Ohhhh !! It's been a while @user
",12
61829,"Thursday @ New York, New York
",4
61832,"Tell me whose your friend? And I will tell who you are @ Windsor, Ontario
",16
61837,"! @ H Street Festival
",17
61838,"Chrysanthemums everywhere ••••#parkavenue #uppereastside #fallflowers #crysanthemum…
",17
61844,"Orlando here we come (@ Concourse C in Portland, OR w/ @user
",16
61846,"Proud girlfriend @ Rose-Hulman Institute of Technology
",8
61848,"In my recording studio #issavibe @ North Atlanta, Georgia
",4
61850,"#christmas2017 @ New Providence, New Jersey
",5
61854,"to y'all that wasn't a lucky day.. The harder I work the luckier I get #idonttakenaps @ San…
",4
61858,"Back like I never left, it's always nice to be in the state!!! @user
",12
61859,"Visited Alisha's for dinner. (@ Summerville, SC in SC)
",18
61860,"You are the love that came without warning. You had my heart before I could say no. @ Epcot -…
",8
61861,"Strom girls are the best girls @ Elmore Stock Farm Barn Weddings and Events
",4
61863,"You suppose that you are the lock on the door. But you are the key that opens it. Rumi …
",6
61866,"Show time is the best time @ Pfleeger Concert Hall At Rowan University
",13
61868,"I like jibbing #keepingitsimpletoday #lowkey @ Napa Valley College McCarthy Library
",19
61869,"#dalestewart of @user performing while on the #poisontheparish tour by @user
",1
61870,"A beautiful show...| alexanderwangny | @ SoHo, Manhattan
",13
61871,"This white bhoys skin had it's 1st battle of the #summer with it's arch enemy the sunand lost.…
",12
61873,"Alright stop, collaborate and listen massmusings @ Downtown Denver
",13
61877,"People hatin' on my name does nothing but motivate me @ Henderson County, Kentucky
",19
61878,"Rams defeat the 49ers 41-39What a game!Los Angeles Rams (2-1)San Francisco 49ers…
",11
61879,"Cheesy smiles all around at #ioimprov @ iO Chicago
",17
61881,"All at once everything is different Now that I see you. #TangledTuesday #Tangled #Rapunzel…
",18
61882,"Happy Fri yay! #AcademyNoSco #AcademyMortgage #realty #realtor #arizona #arizonarealestate…
",12
61885,"Turnt thee Fukk up with Kellz last nite! Even went backstage to chop it up with him over UNLIMITED drinks #Kellz
",19
61886,"thank you for the most amazing night of my life @user @user
",14
61887,"@user is your must have marshmallow #gelatinfree #naturalproductsexpoeast…
",16
61893,"#massimolandi #washington #washingtondc #blog #blogger ST. PATRICK'S CATHOLIC CHURCH IN…
",11
61894,"Heavy jargon mother.flower .............#portrait #bar #vesuvio #sanfrancisco…
",6
61898,"@user @user so maybe a little delorean next to your name.
",17
61903,"Joel Sigbee, guitar and vocals : @user #OklahomaCaddyShack @ Skyway Theatre
",1
61905,"Thankful I got to spend my last prom with you @ Rock Springs Center
",14
61907,"He is back !#sun #patio #saturday #breakfasttime #yummy #food #venice @user
",12
61914,"|Snappy| { @user } @ Norfolk, Virginia
",1
61917,"Throwing it back to freshman year. Happy Caturday y'all @ Lexington, Kentucky
",14
61919,"@user birthday present to me! @ Lunt-Fontanne Theatre
",18
61920,"TGIF...am I right? by @user @ Big Island, Virginia
",6
61922,"Something old, something new, something borrowed, something blue! #throwback #aweeventsatx @user
",14
61923,"As #dusk creeps towards the cool #summer evening of late summer, the #marauders peek out of…
",16
61925,"I voted today #iamelectionready # #votedtoday #election2016 @ Betty T. Ferguson Recreational…
",11
61926,"@ Highland Park, New Jersey
",10
61927,"Grumpy on Monday mornings? Hope this help. #grumpyhour #fetco #coffee #cleveland…
",4
61928,"When your best friends come iver for catch up all the way from Texas #BestFriends…
",17
61929,"Subway, ride fresh @ Kipling Station
",16
61931,"#FBF ....one of the two items I ate at school. The bomb @ Shadow Brook,…
",0
61932,"#FamilyFirst @ Irvine Regional Park
",14
61933,"Me n bestie @ New York, New York
",4
61937,"Working on some super fun specials for #blackfriday and I had to give a little sneak peek This…
",13
61938,"Thank you Sonic Boom, WI! :@xpeesx @ Janesville, Wisconsin
",1
61939,"this city @ Top Of The Rock NYC
",18
61940,"We love our students! Always great seeing our students follow their dreams #unitekcollege…
",13
61941,"Local Legends #tresalldayeveryday #tressides @ PHILEO Event Venue/The Love Lounge
",1
61942,"Go Panthers! #nachosandbeer #priorities @ Bank of America Stadium
",14
61944,"I little Happy Hour Humor to lighten your shopping day. #happyhourhumor #funny #laughing #relax …
",16
61945,"#NoFilter : tylercato8 @ Smithville Lake - Clay County Parks
",6
61946,"""You call that a push up maggott!"" Having fun with the kids at the USO 5k warmup #uso…
",17
61951,"I thought this top was longer, last night at 1 oak... ...#SlimminIt #1Oak #NYC #LastNight…
",8
61954,"好。 Chinese food place opened by Chef Zhu Rong, who actually grew up in China and opened her…
",19
61959,"Heir to the throne...Model : willisessentials Visit us online at:…
",1
61962,"When your sexy blondes come to Ft Worth to see you #mybabes #fortworth #fridaynightfun #varsity…
",18
61964,"My #click! We #traveling the #world, us here... #Project214 @ People Church
",10
61966,"Our city never sleeps. | via @user #residentmag #nyc #timessquare #lights #citylife…
",6
61967,"just another sunday @ Pacific Beach SD
",16
61968,"Happy 4th of July! #murrica @ Lake Merced Golf Club
",11
61969,"Hey you, I love you #boyfriend #bestfriend #mylove @ Brickell
",8
61975,"God bless America @ MoMA The Museum of Modern Art
",11
61977,"What an incredible year! Huge thanks to our amazing clients for being THE BEST and to the…
",13
61980,"An extraordinary hour. : my dad, Bill Bolstad. #eclipse #oregon @ Oregon
",6
61985,"On the road again. Harrisburg, PA here we come! @ Mohawk, Tennessee
",4
61986,"Weekend Decisions #manhattan #queens #nyc #newyorkcity #nycsubway #mta - @user @ New York,…
",6
61987,"Happy Friday @ McGee Hall
",0
61988,"Look what my honey got me for my birthday... #MrMonopoly #LivingTheHighLifeInKentucky…
",8
61989,"Best way to spend a weekend! #artsvp #artsvpmakeup #themakeuppark #themakeupparknewyorkcity…
",13
61990,"420-0260 Riva in new Tyburn finish with #brass pulls #furniture #modernbath #madeinusa …
",11
61991,"feeling shady @ Miami Ad School New York
",16
61992,"Was this hat a good choice ( Swipe Left) #HUpoll #Chaacko#Petite#Fashion #InstaStyle…
",5
61993,"“Don’t get left behind.” #AMargotBrisky #IdentityDevelopment #Trailblazers #MobilizingWomen…
",13
61995,"Water Box Series / Miami Art Basel 2016 / 187 NW 27th Street / 12~1~16 #NYSH2O @user
",6
61996,"Finders keepers #jk @ Saint Leo University
",4
61997,"I love him so much. @ Newport Aquarium
",17
61998,"Thank you @ The University of Southern Mississippi
",17
61999,"Btown bound next week! : @user @ Bloomington, Indiana
",1
62000,"#stayhungry #diefed #Repost @user with @user a long video shoot day…
",19
62001,"Merry Christmas and happy holidays to you and yours #TrendMeetsTradition #Regram…
",5
62003,"Thanks for making my birthday amazing and our trip to New York one to remember @ Little Italy,…
",13
62006,"I wanna be in college forever : @user @ University of Iowa
",1
62007,"Thanks Vegas, we had a blast!! loved spending time with the fam&amp;friends, 4 days wasn't long enough!…
",8
62018,"Girls Night in Dallas. #fabulous @ The Grapevine Bar
",18
62021,"Thank you for this time ... This time it was San Francisco/Oakland and Miami. Good start on the…
",11
62022,"Pray for me!! @ Jackson Skating Center
",16
62024,"Christmas Eve dinner with family... #christmastable #christmastree #christmaseve #family…
",5
62029,"Nice leg and shoulder pump. #professionaltrainer #nodaysoff #noexcuses #youwontoutworkme @user
",19
62030,"Aurora &amp; Daddy made some slime or ""sime"" today lol @ Philippi, West Virginia
",14
62032,"@ The Mcsweeney-Malick Mad House
",14
62033,"#newyork #eeuu #eeuu #instagram #travel #vacances @ M&amp;M'S World
",11
62034,"Hot lit lit @ Studio Square
",12
62035,"did someone say homecoming..? @ Sigma Nu: Zeta Gamma, Kent State…
",14
62036,"(@ Hadi Residence in Chandler, AZ)
",11
62037,"#JUGGERKNOT @ Onyx Philly
",19
62039,"Luxury living at its finest. 1 bedroom just for you …
",8
62042,"Lol I feel this defines my personality in a nutshell....hahaha Jessicajeang #Snapchat. @user
",4
62045,"The plug @user forever keeping the footwear on point meanwhile representing…
",16
62048,"These three boys and their adventures. Love our Solag family. the_cabinet_of_curiosities @user
",14
62049,"Lunch date with myself $1 steak sandwiches @ Morton's The Steakhouse
",17
62050,"Goldy as a White Walker! #MyFave @ TFC Bank Stadium
",18
62051,"Everyone, I'm here for you #fortunecookiechristmaseve…
",4
62056,"That's all I have to say about that!! #beauty #blogger #beautiful #bestoftheday #beautyblogger…
",8
62061,"I asked for one brave soul and got two volunteers! @user @ Mission Dance &amp;…
",17
62062,"Yea buddy!!!!!! #strangerthings #strangerthings2 #Netflix…
",10
62063,"Jellysith : thomasignatius @ Baby's All Right
",6
62065,"Because I love these two so much!! #StarWars #TheForceAwakens #hansolo #PrincessLeia #hanandleia
",18
62066,"Bigger audience to display my #Timspiration Thanks for tuning in. We will go live Tomorrow…
",13
62070,"Shooting pictures of landscapes put me in my natural habitat. Huntington Beach Pier @user
",1
62071,"Beach Camp (PROM) was great with you @ Galveston, Texas
",17
62074,"Don't confuse self love with selfishness... @ Northside Of Flint
",18
62075,"Loft vibes. #WashingtonDC #DumpTrump @ Dupont Circle
",11
62076,"tree lighting @ The Mall at Partridge Creek
",5
62078,"it's all about to change #justwaitonit #aboutlastnight @ bom bolla
",13
62080,"Throwback to last week's FBF VOD should be up today on my YouTube channel! You should sub to…
",0
62083,"The start of two side tables .#tables #side#bar #king #ryobi #ridgid #corona # #jackdaniels…
",19
62085,"#Message me with #emoji that represents the spot you want to reserve!!! $500 -…
",18
62092,"Throwback to the summer ️ @ Detroit River
",12
62094,"Antique gold and blush pink with bold, Venetian style detailing. …
",17
62096,"Here to take pictures not for the fireworks @ Upper Greenwood Lake
",13
62102,"The best Sunday funday ever @ Output
",13
62104,"@user playing one of my fav tunes ""Ludlow"" at his record release Sat night! coming…
",6
62107,"Such an honor being part of this mission. #letloverulefoundation @user #bahamas :…
",1
62111,"Not just an ordinary lazy river wmcnair1 #standuppaddle #SUP#suptoronto #ontario @user
",1
62114,"@user this makes so much sense wow I love the English language ( )
",8
62115,"#truth. It's all about follow through and accountability Happy Sunday! .....#doTERRA…
",17
62117,"Come get sum! @ Roadhouse 48
",4
62118,"What dreams are made of. cwstoneking @ Drake Underground
",13
62119,"@user Capturing my true form lol. Love how happy and festive this is!…
",6
62120,"it looks like i've found my person #bridesmaids @ Lincoln Park Zoo…
",4
62124,"I guess we were all going to smile in this : @user @ Blake's On The Park
",6
62125,"Europe or Brooklyn hmu .. : kylexelizabeth @ Fort Greene Historic District
",1
62129,"Love &amp; Respect Its one thing not to forget where you came from ... but its about the team,…
",19
62132,": beelbe @ Englewood, Colorado
",1
62134,"Formal wasn't ready #neitherwerewe @ Lake Havasu
",19
62135,"Last Christmas I gave you my heart...and luckily you still have it #eeewwwww @ Mount Gretna…
",5
62136,"It's @user drone bobblehead night, so gotta get here early. (@ Greater Nevada Field for Fresno Grizzlies at R...)
",0
62138,"This summer heat is real, but Smorgasburg had me all @ Bedford Avenue
",16
62140,"tis the Christmas party season @ Ball State University
",5
62142,"(@ Rare Form in San Diego, CA)
",16
62143,"My lil #minecraft zombie Happy Halloween! @ Harbour Pointe
",17
62144,"...when you and your bestie are on the same blue-white team for the year ... shout out to Coach…
",17
62145,"You'll never understand until it happens to you @ Camp Creek Market…
",16
62149,"A BBQ meal of epic proportions! Photo cred: mattstinson11IT'S FOODIE FRIDAY!Do you want us…
",1
62150,"Like father, like daughter #family #elliswedding #likefatherlikedaughter #photographers @user
",1
62152,"The #444Tour was everything and more. Had a good time with @user I've never been to a…
",8
62153,"I sure do love watching you play l @ Mulerider Stadium
",4
62155,"Stop to smell the roses. #granhabano #georgerico #granhabanocigars…
",17
62157,"NEW YORK! NEW YORK! I'm in NYC in mid-September for roughly a week so any models,…
",11
62158,"When your favorite album has a ten year tour, you go and sing your heart out. #ciwwaf…
",13
62160,"""If it was easy, everyone would do it."" @ Atlanta High School
",14
62163,"Thankful to live in a county as beautiful as this one. #lakelife @user
",11
62165,"Mixin' it up on a Sunday. Gotta keep 'em guessing! @user #beawesome #DreamBigERA @ ERA…
",16
62167,"Golden Hour in @user #lolatop and #imanbottom get yours now on
",13
62169,"Torrential downpour this morning. Makes it a little easier to leave. A little. We'll miss…
",4
62171,"When i tell u i have the coolest Mom!.... #MommaBurr #LoveIsLove #GetitTwin @ Rockland County
",0
62173,"Red, white and #bump #38weeks @ Matthews Beach Park
",11
62174,"I turn anything into a photoshoot @ Slim &amp; Husky's Pizza Beeria
",13
62175,"#shoecam @ The Art Institute of Chicago
",6
62180,"Boarding the jet... Headed to Gotham with this beautiful girl Time to start this year out…
",13
62183,"Swimming thru. @ Camden, New Jersey
",16
62184,"I love this place #like #love #follow @ Washington Monument National Monument
",11
62185,"9/11 #neverforget #rememberthefallen #911memorial @ National September 11 Memorial &amp; Museum
",11
62187,"As we celebrate women's #Suffrage this month ~ there are continuously women who shape…
",11
62188,"We told them it was emiley_keys birthday @ City Grill Rochester
",17
62190,"Bubble juice @ Evanston, Illinois
",13
62192,"Midnight Maruaders.. | : Me edit: @user | be on the lookout for more dope shots! For…
",1
62193,"Me and @user celebrating @user and @user wedding! by @user @user
",1
62195,"Who's ready to #makeamericagreatagain #merica #saynotohillary #trump #trump #merica @user
",11
62196,"never want to leave @ Vista Cay Resort by Orlando Resorts Rental
",12
62197,"Mommy's reward for school shopping! #schoolshoppingsucks #schoolshoppingdone #sushiexpress…
",17
62198,"I 100% believe you should have to show your Id to vote.. #votingearly #itsarightnotaprivilege…
",11
62200,"Thanks for the memories, Mahler! I hope I never have to play E-flat clarinet again. @ Atlas…
",8
62202,"Love when this girl comes to town. Especially when it's my birthday weekend . Love you …
",8
62203,"#LXBN9: Cool goodies from our sponsor @user already arrived for 9th LX &amp; Beyond…
",16
62212,"My boy #summertime #santabarbara #summeradventures #highschool#museumschool #classof2021…
",14
62213,"@ Woodward Park Ampatheatre
",16
62217,"Away We Go ...#waltdisneyworld #swancourt #swancourtsaturday #belle #beautyandthebeast…
",13
62220,"Everybody &amp; They Baby Mommas Got @user Fucked Up....
",19
62223,"Don't make me cast a spell on u @ Oneonta, New York
",13
62224,"#Minneapolis #TwinCities #Downtown #Minnesota @ Downtown Minneapolis
",11
62228,"Love when my sisters come in town! #zetaphibeta #spring07…
",14
62229,"Behind the scenes with the actors rehearsing Edward Albee's THE PLAY ABOUT THE BABY. repost:…
",6
62230,"Every Cloud has a Silver Lining @ Public Garden
",17
62232,":Beiåhbee#sunsetblvd#visuals#silverlake#ca @ Silver Lake, Los Angeles
",1
62233,"Without them I'd be nothing. @ Riverbend Music Center
",8
62234,"Home sweet home! @ Pittsburgh International Airport
",5
62236,"""And now"" cried Max ""let the wild rumpus start!"" - Where the Wild Things Are credit to…
",6
62238,"Manhattan @ Brooklyn Bridge
",18
62239,"Getting ready to watch World of Color from our room @ Disney's Paradise Pier Hotel
",10
62244,"Our beautiful Foley Mirror @ Allenton Interiors
",12
62245,"Veterans Day. Thankful today and everyday for all who have served in the armed forces and for…
",11
62246,"I'm singing my heart out to you!!! #AuthentikChapterOne @ Corona Night Club
",18
62247,".@halleberry Have a wonderful weekend, you!! #FollowFriday #FineWomenFriday #FridayFeeling
",8
62248,"Just trying to live my best life @ University of South Florida
",16
62250,"Wild thoughts : kev.legend ......#Hiking #adventure #explore #ExploreOregon #PNW…
",1
62252,"Happy Chanukah #nyc #empirestatebuilding @ Manhattan, New York
",14
62253,"Happy Halloween from ur favorite cousins #gobucks @ Phoenix, Arizona
",8
62256,"Alice #CentralPark @ Central Park, Alice In Wonderland
",17
62261,"I think they're adjusting well enough @ Ann Arbor, Michigan
",17
62262,"Girls let their hair down when going out, I put mine up @user #IndustryNight #money2020 @user
",16
62268,"Day 2 San Francisco. #garage #usa #holidays #woman #sanfrancisco #color #day2 #walk #travel…
",11
62269,"@ Lake Worth, Texas
",16
62272,"Open toe shoes in October... can’t complain about the random nice weather! #70degrees #warmup…
",16
62273,"Go ahead and order the fried chicken, no one's judging! @ Big Jones
",4
62274,"Business cards are in! .. @user #dreambig #workflow…
",6
62276,"Taking my monitor mix as seriously as I possibly can. jens_ochlich @ Waterfront Park
",6
62277,"proud to be a freakn panther!!! on to senior football season @user
",18
62283,"Yo, @user is crazy !!! Never thought I'll be cool with the people I went to high…
",0
62284,"Just dropped off this piece at Cafe Tu Tu Tango to be hung ""Woo woo Harley and Joker"",…
",17
62285,"Happy Independence Day #proudtobeanamerican @ Om Salon
",11
62289,"MY ONLY COMPETITION IS THE OLD ME FEELING GREAT #ELHIJODELAGORDA ITS ALL OR NOTHING THIS TIME…
",19
62290,"#Bugs are so thoughtful. @ Huber Heights, Ohio
",17
62296,"Making noice front of the bitch b2b with my Latin Partner @user by @user
",16
62298,"Happy Saturday!! ...#justamissbeauty #happysaturday #enjoythelittlethings #enjoylife…
",18
62299,"#agcochallenger #usa @ Dundalk, Maryland
",11
62302,"a queen Hair // bellawilborn Beat Face // alexis.arielle @ Tallahassee, Florida
",13
62304,"Happy Birthday! Spicy Mango Margarita for Mama... @ Who Song and Larry's
",17
62309,"Yeah cuz they #COMFY and I DESERVE a Better Life and so do YOU... #michaelkors @ Perimeter Mall
",19
62310,"Hung out with the three amigos today @ Grove City Outlets
",18
62313,"Swordfish, calamari steak, or bbq ribs (@ Willow Ranch BBQ in Buttonwillow, CA)
",16
62314,"Downtown Saratoga in the 30s. Saratoga Springs Historical Museum, Bolster Collection @ Saratoga…
",1
62315,"Getting my teeth polished up to a mirror finish (@ Dr. Richard J. Angowski in Toms River, NJ)
",10
62320,"Lou’s going to college, and I’m going to be a #godparent!!! Tissues on deck this #Christmas …
",5
62321,"USA #rio2016 @ Olympic Training Center- Park City
",11
62325,"️ @ Disney's Blizzard Beach Water Park
",12
62326,"Christmas Cheers !!! @ Nordstrom Beachwood Place
",5
62327,"Ready for @user #24kmagicworldtour @ PNC Arena
",13
62328,"saudades @ New York, New York
",11
62330,"How many Carnahan’s can you fit in a Christmas Cart? #ontour #spreadingchristmasjoy #florida @user
",5
62331,"saudade desse lugarzinho @ Universal Studios &amp; Island of Adventure Theme Park
",13
62334,"Because Sunday's are better at the beach @ LuLu's Bait Shack
",12
62340,"Awesome Mario chess board, putting this on a future wish list @ Cantina #1- Mall of America
",10
62346,"Happy 4th of July #happy #4thofjuly #usa #independenceday #greenlake #wisconsin #family…
",11
62353,"Merry Christmas from the Orion family have to work off the bomb…
",5
62358,"Needing this so much right now ️ #nowhere by @user available to watch, stream or…
",12
62363,"SoCAL W I N T E R || BRUSH SALON Photoshoot || Photography- @user || Hair- Mucio…
",13
62366,"we don't photograph well @ Rogers Centre
",16
62369,"I got this shit mapped out. #YCFilms #smittyvisuals : @user @ Palm Springs, California
",6
62371,"Christmas Tree cutting elf yeah! @ Silveyville Pumpkin &amp; Christmas Tree…
",5
62372,"•Oh Chicago, how I've missed you• cred: @user @ Chicago,…
",6
62375,"abrazos que lo son todo @ Walt Disney's Animal Kingdom
",14
62378,"Merry Christmas Eve, God bless us, everyone. :) @ Imperial Beach Pier
",5
62379,"we were in a cloud and i can't tell if it was in my head or in san francisco @ Golden Gate Bridge
",13
62381,"I just wanna go in cute dates with the person I love
",17
62383,"My prince #everythingisawesome #legoland #love @ LEGOLAND Florida
",16
62384,"Soaking up five days worth of Maxwell snuggles. Boy, I missed him. #MaxwellRyan #MommaAndMax…
",14
62385,"First concert was sick __ciscoo__ @ Shoreline Amphitheatre At…
",16
62387,"Vacay Vibes! ️ #clubmed #florida @ Club Med Sandpiper Bay
",12
62389,"BBQ sandwich for Dinner @ Smithfield's Chicken N Bar-B-Q
",17
62390,"Watching #disneyholidaycelebration I wanna visit disneylandparis so bad. Beautiful! @ Colin's…
",10
62391,"What an #awesome way to brighten my #snowy day! #snailmail from Miss maryalessandraa I LOVE my…
",14
62392,"Had a Blast at the @user Christmas party!!! nathanwilsondp @user @ WPA |…
",5
62393,"My homie @ Obt
",19
62394,"Words cannot describe my love for these people #kairosV #maples @ Park City, Utah
",14
62396,"LA I am here Join me tomorrow July 23rd My first annual all white party at @user
",13
62397,"roomie lovin @ York College of Pennsylvania
",18
62398,"God has a blessing with my name on it!#GOSImages by Gerry Simpson @ GOS"" Art Gallery Studio
",6
62404,"Simply Smooth Perfection @user #pureology #smoothperfection #frizzfree #pureologylove…
",13
62405,"On the streets of San Francisco @ Union Square, San Francisco
",11
62409,"some #KickingCow love justttttt for my buddy mandyshunk #begginpetparade @ The Beggin Pet…
",8
62410,"The whole picture just in case anyone was wondering... groups of four. I was happy to have my aunt…
",17
62411,"time for my walk! (@ At The Bottom Of The Mountain-metropark in Gates Mills, OH)
",10
62412,"silent ashley : @user #Repost keepthelink with @user w/…
",1
62419,"@ Mr. Jingle's Christmas Trees
",5
62422,"A few days late coming out so ignore the deadline We will be taking reservations for our…
",4
62423,"Congratulations to @user for her 2nd place finish at Western States ! @user
",19
62425,"We made it home, back to the sunshine!! NO COATS REQUIRED!! @user
",12
62428,"Everything about this weekend #hogvibes @ Fayetteville, Arkansas
",19
62433,"Morgan’s new man! @ Downtown Covina
",14
62434,"Blessings on blessings! : @user @ Venice, California
",6
62436,"Best Moments 2017 #goodolddays #throwbacktuesday #throwbackthursdays #throwback em Times…
",13
62437,"Prepping for my doctors visit tomorrow, gonna blow my PFT's out of the water . Also I'll be…
",4
62438,"Happy Friday!!! Photographer: belladonnaphoto #travelingmodel #ebonymodel #dallasmodel…
",8
62440,"The most beautiful bride, old friends, good laughs and a little magic #tnt2017…
",13
62442,"If u mad then too bad, sounds like a personal issue #fashion #newyork #dinnertime #takemeback…
",8
62444,"cali' @ Los Angeles, California
",14
62445,"I love history, especially my own. #Treme #St.AugChurch #6wd @ Tremé
",17
62446,"One of the best weekends of my life , so much adventure, so much love and so much friends…
",10
62450,"Dysfunction at its finest @ St. Charles East High School
",6
62452,"Didn't say I couldn't post this picture lovez you my Tor bug. Had a great time with you tonight…
",0
62456,"I'm having a horrible time in #Napa. #GirlMeetsBoya @ Napa, California
",4
62457,"Morning views. #lastday #disney #vacation #animalkingdom…
",12
62458,"She's gonna save me, call me baby, run her hands through my hair @ Palm Springs, California
",13
62459,"Bare Face Baby!! #bareface #skincare #beautifulskin #freckles #nomakeup #nofilterneeded…
",18
62461,"CROWD - &amp; digital art by @user #digitalart #oakland #california #photography…
",1
62466,"Enjoyed the Links Christmas Party! @ Connecticut
",5
62467,"before i slipped on the ice and fell on my ass @ New York, Central…
",17
62468,"More outdoor excursions @ Malibu, California
",8
62471,"Because she's my LITtle and we're creepily more alike then I thought #formal2k16 #happyformal @user
",8
62477,"Happy Labor Day Weekend from us @ New Orleans, Louisiana
",16
62478,"is approaching and we have gift certificates available in all increments! @ California Craft Beer
",5
62479,"Congratulations on your big day Amanda!!! I love you!!! @user
",18
62481,"My campus is so beautiful, along with this one girl that goes there @ University of Michigan–Dearborn
",17
62483,"#fbf The beginning of our dietetic internship in 2012! (Before the madness began!) Who knew we…
",17
62486,"From the somerville test kitchen more adventures with organic Latvian grains #bakemoresourdough…
",0
62487,"Made Christmas Cookies Wrapped all my own gifts Played…
",5
62490,"#sograteful I was on my way to work 2day, albeit later than normal. My car was going the right way, then it detoured to Dee's school
",4
62492,"IBSP woman's tournament! Killin it ladies @ Island Beach State Park
",16
62493,"Where I spent my afternoon studying... #UNE #Ice #Hockey #UniversityOfNewEngland @ University…
",10
62494,"Knight bus em The Wizarding World of Harry Potter
",18
62498,"s/o home girls for making my first semester of college a great one …
",8
62499,"@ Mint Hill, North Carolina
",19
62502,"Blast this @ Bridgeton Historic District
",19
62503,"Taking copious notes. #BecomingEarl ••••tyler_lenhart : @user #phoebefullofdesire…
",1
62508,"Somewhere near Santa Cruz last February tyler @ California Dreaming
",1
62510,"This photo doesn't even justify the size of this house's light display... …
",13
62512,"3 of my beautiful girls#daughters #summer2017 ️ #sisters @ Washington
",12
62516,"Hi#myheartbeat #mycutegbaby#cutie #cute @ City of Enumclaw
",18
62517,"Can never get enough of lavender @ Crown Flora Studio
",18
62518,"Mr. Cute #BhanjaSmarty @ Hamilton, Ontario
",8
62523,"Friend since 1st Grade @ Thousand Oaks, California
",17
62528,"In my element : ayeitsscout @ Silver Lake, CA
",6
62529,"Gave both dogs a bath : #alwaysagoodtime #socalm #theyloveit
",17
62530,"My favorite place with my favorite person #merriestoftimes @ The Omni Homestead Resort
",5
62531,"""anthony does my homework"" : @user @ Club Bracken
",6
62532,"REMINDER: Closed tomorrow. Open all day Friday and the next day and the next day... -&gt;…
",6
62533,"@user starts in a few days @ Iowa State Fairgrounds
",10
62538,"Neon in a gray crowd @ Charlotte, North Carolina
",13
62539,"️ @user POOL PARTY Edition Sounds by @user w/Live percussionists obafranklords…
",12
62540,"He loves me even when I sleep! . I love my Sammy baby!!!…
",17
62541,"My little bro bro and I repping the Dj at our #TraVerusGlobal event #TEAMJESUS @ DoubleTree by…
",16
62546,"️ ️ ️ @ Las Vegas Strip
",12
62548,"Downtown #ny #nyc #newyork #newyorkcity #f4f #follow #followall #followbackalways…
",11
62549,"welcome to the family, pat #SandPMarryByTheSea @ Santa Barbara, California
",13
62550,"Chubbie is home! (@ Rice to Riches in New York, NY)
",17
62551,"@ Lincoln Meadows Apartments
",14
62554,"Sunday vibes...( thevioletfog ) @ Souvla
",6
62556,"This is a puppy? I think your puppy is bigger than you, amandatufano @ York County, Pennsylvania
",0
62558,"#nyc With my buddies in New York @ Brooklyn Bridge
",14
62560,"@user y'all are amazing @ Coors Events Center
",4
62562,"My natural nails are finally long #southjerseynailsalon #mattenails @ South Jersey Nails &amp; Hair
",10
62563,"This girl just finished her first year of college @ Winona State…
",18
62565,"regranned from @user - ️@ParkerAngel / @user •#styling @user #grooming…
",12
62568,"Saturday @ Angel City Brewery And Art Show
",16
62570,"Post-op no. two... Fingers crossed the shoulder/arm sling comes off! (@ Aurora advanced healthcare Ortho)
",17
62571,"Third Christmas together, first time seeing the lights @ Monument Circle Indianapolis
",5
62574,"Persian rugs, and runners.... Oh my!! ....Tooooooons of #newarrivals #persian #rug #runner…
",14
62576,"Thank you to Kristi for this!!! @ Altria Theater
",10
62579,"Happy Veterans Day to our real and true Heroes! @ W. H. Taylor Consulting
",11
62581,"If you look real close.....you can see our new boat. #miami #sunset #yachtlife @ Miami Beach,…
",4
62585,"semi with littlest @ Sushi Room
",18
62590,"Get home and there’s mail from my old car insurance with an overpayment refund
",10
62591,"I ain't thinkin bout u ....#latergram #today #sunday #photooftheday #fblogger #blogger…
",13
62593,"If you don't claim it, somebody will. #TodayInLA #DTLA #ILoveMe @ The Wheelhouse
",8
62594,"First roommate pic of many to come @ High Bridge, Kentucky
",18
62597,"That #1 bass player belongs to me eninja7 #proudmomstatus @ Gilmer County High School Football…
",16
62598,"cred. briwrks #wearerocks #tbt #fourthofjuly #melanin #eccentricdandy @ Forest Hills, New York
",1
62599,"Today we had family day at the dog beach #firstbeachtrip #familia @user
",14
62602,"We run but only for rum runners @ The Carousel Beach Bar, Sea…
",16
62603,"Thanks for being my last minute wedding date this weekend love you #kevinneedsabrew @ Glenmoor…
",8
62605,"Facts. . “You can hate me now, but I won’t stop now”. # #Repost @user
",19
